conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1890499559857491995,Fri Feb 14 20:33:13 +0000 2025,0,Udah lama gak cek saham di stokbit ternyata BBRI udah bagi dividen yak muehehehe mayan buat jajan ,1890499559857491995,,,in,masih di tempat yang sama,0,0,0,https://x.com/Roxcka/status/1890499559857491995,1210666630553862144,Roxcka
1890477906649874733,Fri Feb 14 19:07:10 +0000 2025,0,kalo per lembar saham bbri itu 5rb 2400 lembar itu cuma 12jt,1890477906649874733,,,in,"JOG, ID",0,0,0,https://x.com/nugrahadi/status/1890477906649874733,52998369,nugrahadi
1890055205104009630,Fri Feb 14 17:04:29 +0000 2025,0,@anggaajisy Lu mah mending gw nabung tiap bulan kubeliin saham BBRI malah turun terus itu saham ngentod.,1890447032038408576,,anggaajisy,in,"Lamongan, Indonesia",0,1,0,https://x.com/NasikhulAmn/status/1890447032038408576,1213469404156948480,NasikhulAmn
1890442077915238786,Fri Feb 14 16:44:48 +0000 2025,0,Lu tau gsih apa yg lebih serem dr BBRI yang turun terus? Asing keluar terus? Yaitu adalah MARGIN CALL dr sekuritas krn bnyk yg pk margin &amp; kalau udh turun pasti ada selling pressure yang tinggi. Sekuritas g peduli harga brp pun harus paksa jual yg ngebuat saham bisa mkin turun,1890442077915238786,,,in,,0,0,0,https://x.com/Pitstock77/status/1890442077915238786,1890331786489806849,Pitstock77
1890441229373960195,Fri Feb 14 16:41:26 +0000 2025,0,Lu tau gsih apa yg lbh serem dr BBRI turun terus?MARGIN CALL dr sekuritas krn bnyk yg pk margin kl turunada selling pressure tinggi. G peduli harga brp paksa jual ngebuat saham makin turun. https://t.co/ND7S5vCq9V gw bkn materi broksum biar lu g gmpg dibego2&amp;dimanipulasi bandar https://t.co/SrMsI1JIiw,1890441229373960195,https://pbs.twimg.com/media/GjwyRrAacAIIvGc.jpg,,in,,0,0,0,https://x.com/Pitstock77/status/1890441229373960195,1890331786489806849,Pitstock77
1890431648207884615,Fri Feb 14 16:03:22 +0000 2025,5,Buyback bank BUMN terus berlanjut. Kali ini giliran $BMRI yang menyusul $BBRI dan $BBNI yang sebelumnya sudah lebih dulu mengumumkan buyback.,1890431648207884615,,,in,Jakarta,0,2,0,https://x.com/reyaxelrod_/status/1890431648207884615,1880954230187700224,reyaxelrod_
1890425042716225751,Fri Feb 14 15:37:07 +0000 2025,0,liat bbri dan bank lainnya makin anjlok aja,1890425042716225751,,,in,nomaden,0,0,0,https://x.com/themiracleoflfe/status/1890425042716225751,2540674416,themiracleoflfe
1890033647287468156,Fri Feb 14 15:27:43 +0000 2025,0,@utdfocusid BBRI lagi diskon,1890422678013538395,,utdfocusid,in,Tangerang selatan,0,0,0,https://x.com/reymochamad/status/1890422678013538395,1170589108613201920,reymochamad
1890403538406174841,Fri Feb 14 14:11:40 +0000 2025,2,BBRI Dibanting Keras Net Sell Asing Mengganas #infosaham #investasi https://t.co/YAC3nGDHWT,1890403538406174841,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/InvestorID/status/1890403538406174841,238091066,InvestorID
1890401367820288388,Fri Feb 14 14:03:02 +0000 2025,0,BBRI Apakahh akan terjun payung dibawah 3800?,1890401367820288388,,,in,,0,0,0,https://x.com/happyme119/status/1890401367820288388,1508148319498899457,happyme119
