conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1893688704579088820,Sun Feb 23 17:07:51 +0000 2025,0,@TradingDiary2 Langsung HAKA BBRI @prabowo,1893709368148815970,,TradingDiary2,in,,0,0,0,https://x.com/polisiolahraga/status/1893709368148815970,2459065278,polisiolahraga
1893704340264616035,Sun Feb 23 16:47:52 +0000 2025,0,Pencetak laba bersih terbesar di tahun 2024!! Saham BBRI yang menjadi tertinggi di tahun 2024 Jadi menurut kalian mana yang menarik??!! #investasi #investor #nabungsaham #trading #saham #belajarsaham https://t.co/gxwDu3v8gC,1893704340264616035,https://pbs.twimg.com/media/GkfKD7XX0AA06A1.jpg,,in,,0,0,0,https://x.com/nyicilsaham/status/1893704340264616035,1888429367447216128,nyicilsaham
1893689824197926921,Sun Feb 23 16:33:06 +0000 2025,0,@amourkento @munvess Saham bbri boleh?,1893700622500745617,,amourkento,in,,0,1,0,https://x.com/Cassiopelae/status/1893700622500745617,1729082493884911616,Cassiopelae
1893700435510247724,Sun Feb 23 16:32:21 +0000 2025,1,Berhubung 3 hari lagi nerima uang mm akan belanja BBRI 30 lot. Yup. Akulah si pahlawan bursa ,1893700435510247724,,,in,PPH21 Genk,0,1,0,https://x.com/gresdisiniya/status/1893700435510247724,1672548320554938368,gresdisiniya
1892407447735992413,Sun Feb 23 16:19:33 +0000 2025,0,@wheresmywaterme @Saham_fess masalahnya BBRI ini terlalu bnyk ritel masuk nyangkuters terbanyak di IHSG hingga bulan januari 2025 adalah BBRI dgn jumlah 656.160 investor,1893697213110350227,,wheresmywaterme,in,,0,0,0,https://x.com/didi_skopong/status/1893697213110350227,1131212304,didi_skopong
1892407447735992413,Sun Feb 23 15:43:21 +0000 2025,0,@dlguswingswing @Tanto19 @Saham_fess fundamental sudah mati laba terbesar di IHSG adalah BBRI selama ritel banyak borong suatu saham. jgn berharap saham tersebut akan naik. emg ritel bisa menaikkan saham? apa kepentingan owner dan market maker menaikkan suatu saham jika saham tersebut banyak di borong ritel?,1893688104373870952,,dlguswingswing,in,,0,0,0,https://x.com/didi_skopong/status/1893688104373870952,1131212304,didi_skopong
1893685880767803607,Sun Feb 23 15:34:31 +0000 2025,0,Kok ada orang suka maen slot mending maen lot. Apalagi maen lot saham bbri selamat besok hari senin semoga ihsg ijo kalo merah mending judi aja *canda,1893685880767803607,,,in,Indonesia,1,0,0,https://x.com/sasa_hazelnut/status/1893685880767803607,1618124895120154624,sasa_hazelnut
1892407447735992413,Sun Feb 23 15:29:37 +0000 2025,0,@Tanto19 @Saham_fess kocak lu klo ga punya data jgn sok tau. bulan januari lalu kepemilikan investor lokal ada di kisaran 33 8% dri saham yg beredar jumlah kepemilikan investor individu(ritel) 13 81% dri saham yg beredar. nyangkuter terbanyak IHSG hingga bln 1 adalah BBRI berjumlah 656.160 investor,1893684645222298089,,Tanto19,in,,0,0,1,https://x.com/didi_skopong/status/1893684645222298089,1131212304,didi_skopong
1893673788996280757,Sun Feb 23 14:46:28 +0000 2025,0,Ngeri ngeri sedep besok danantara launching apakah bbri akan aman wkwkwk,1893673788996280757,,,in,hokkaido,0,0,0,https://x.com/magicalalee/status/1893673788996280757,4601986392,magicalalee
1893671909260206273,Sun Feb 23 14:42:06 +0000 2025,0,@BaronBram kak better hold apa lepas ni bbri makin terjun bebas,1893672691221037059,,BaronBram,in,reality,0,1,0,https://x.com/munyamunya88/status/1893672691221037059,1100012621229477890,munyamunya88
1893671909260206273,Sun Feb 23 14:39:00 +0000 2025,0,Besok Danatara launching Kira-kira efeknya ke BBRI gmn ya?,1893671909260206273,,,in,B25 MAT,0,2,0,https://x.com/BaronBram/status/1893671909260206273,1124609452995371008,BaronBram
1893610843419312432,Sun Feb 23 10:36:21 +0000 2025,0,Di tengah tantangan tekanan ekonomi global yang berdampak pada pertumbuhan ekonomi domestik serta tantangan likuiditas bagi industri perbankan PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) mampu menorehkan kinerja keuangan yang stabil dengan fundamental yang solid. https://t.co/UKuNm8kssK,1893610843419312432,https://pbs.twimg.com/media/Gkd1BXhbAAADhkb.jpg,,in,"Jakarta Utara, Indonesia",0,1,0,https://x.com/JunoArdhana/status/1893610843419312432,2336854009,JunoArdhana
1893606362673721721,Sun Feb 23 10:18:33 +0000 2025,0,Di tengah tantangan tekanan ekonomi global yang berdampak pada pertumbuhan ekonomi domestik serta tantangan likuiditas bagi industri perbankan PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) mampu menorehkan kinerja keuangan yang stabil dengan fundamental yang solid. https://t.co/SzjvaSxCzE,1893606362673721721,https://pbs.twimg.com/media/Gkdw8dFXkAAvPVN.jpg,,in,"Jakarta Utara, Indonesia",0,0,0,https://x.com/JunoArdhana/status/1893606362673721721,2336854009,JunoArdhana
1893552287437742152,Sun Feb 23 06:43:40 +0000 2025,0,Ada Ajakan Tarik Dana BBRI Tekankan GCG Jadi Fondasi https://t.co/8Gp4ORg2x1 via @InvestorID,1893552287437742152,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/InvestorID/status/1893552287437742152,238091066,InvestorID
