conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1886199551989850583,Sun Feb 02 23:46:31 +0000 2025,0,emiten saham favorite ku; hrum medc bbtn aces sido bbri akra adro ctra pwon midi dan elsa semua lagi pada murah nya si ini,1886199551989850583,,,in,,0,0,0,https://x.com/notuserfoundp/status/1886199551989850583,1388761546117971968,notuserfoundp
1885994439472255446,Sun Feb 02 17:39:54 +0000 2025,0,@_gagakhitam @Saham_fess Bbkp cut bang lainya tinggal avg down aja klo ada modal bbca bbri cicil tiap bulan. Unv biarin aja wkwk,1886107290417393762,,_gagakhitam,in,"Semarang, Jawa Tengah",0,0,0,https://x.com/afrochill___/status/1886107290417393762,2985411798,afrochill___
1886072343816269982,Sun Feb 02 15:45:00 +0000 2025,2,@oxxhnn Wah bisa tuh jualan komoditas. Pelan pelan duitnya bisa diputerin ke trading bluechip. Waktu itu ya gw invest di BBRI dari 4800 selembar trus gw jual di 5800 apa 6000 gt. Mayan cuy untung 1-2jt Dan itu gw invest nya bentar doang kek 1-2bulan gt,1886078374726295999,,oxxhnn,in,Jakarta Capital Region,0,1,0,https://x.com/dancingrain2020/status/1886078374726295999,1467190408736555008,dancingrain2020
1886065409092419932,Sun Feb 02 14:53:29 +0000 2025,3,telisik bisik-bisik ada rencana $BBRI mau buyback sahamnya senilai Rp. 3 T. Meski masih rencana tapi ini rencana yg cukup serius tak sekedar wacana. Buktinya perihal buyback ini akan dibahas di RUPST sebulan yg akan datang nanti (11/03/25). Let's see!,1886065409092419932,,,in,medan,0,0,0,https://x.com/WOLF_of_IHSG/status/1886065409092419932,1509144342480498691,WOLF_of_IHSG
1885994439472255446,Sun Feb 02 13:53:15 +0000 2025,0,@Saham_fess MDKA MIKA UNVR TMAS AKRA BBRI BBCA Yah walau sebagian bukan gorengan,1886050251259474115,,Saham_fess,in,,0,0,0,https://x.com/SoototheSun/status/1886050251259474115,741061213,SoototheSun
1886035575238803962,Sun Feb 02 13:16:26 +0000 2025,0,@profesor_saham lagi cosplay jadi UNVR sama BBRI,1886040985135919113,,profesor_saham,in,,0,0,0,https://x.com/cahlantana/status/1886040985135919113,61461887,cahlantana
1885994439472255446,Sun Feb 02 12:36:12 +0000 2025,0,@Saham_fess bbri bmri tlkm hebat kan ihsg?,1886030860312596759,,Saham_fess,in,,0,0,0,https://x.com/CFCown/status/1886030860312596759,1012443792,CFCown
1886023813856702857,Sun Feb 02 12:08:12 +0000 2025,0,Saham Unggulan IHSG pada Senin 3 Februari 2025: TLKM ASII BMRI ADRO dan BBRI Berpotensi Cuan! https://t.co/ltrFvoocNW,1886023813856702857,,,in,"SUMBAR , INDONESIA",0,0,0,https://x.com/marawa_talk/status/1886023813856702857,1065581823902703617,marawa_talk
1885994439472255446,Sun Feb 02 11:34:58 +0000 2025,0,@Saham_fess Bbri walau ga gorengan nyangkut mlu.,1886015448346718275,,Saham_fess,in,Purbalingga,0,0,0,https://x.com/Bayu_teduh/status/1886015448346718275,2999654841,Bayu_teduh
1885994439472255446,Sun Feb 02 11:29:34 +0000 2025,0,@Saham_fess bukan gorengan tapi BBRI di 4824 BBCA di 10275 ,1886014091720048660,,Saham_fess,in,Indonesia,0,0,0,https://x.com/jastf0rMe/status/1886014091720048660,1142973869818408961,jastf0rMe
1885994439472255446,Sun Feb 02 11:25:31 +0000 2025,4,@Saham_fess Bkn gorengan tp queen bbri gua msh nyangkut di 5000an,1886013070830690520,,Saham_fess,in,,0,2,0,https://x.com/magerpisan/status/1886013070830690520,924558239299018752,magerpisan
1885994439472255446,Sun Feb 02 11:19:01 +0000 2025,0,@Itadoriwk @Saham_fess BBRI nyangkut di berapa bang?,1886011436100665503,,Itadoriwk,in,,0,1,0,https://x.com/kucingbonc32849/status/1886011436100665503,1882976847463624704,kucingbonc32849
1885954453314113953,Sun Feb 02 11:18:29 +0000 2025,0,@SukakeKamu apa tuh bg BBRI BBCA? atau ada yg lain?,1886011300683350484,,SukakeKamu,in,,0,1,0,https://x.com/sakusakiyoome/status/1886011300683350484,1127215183602913280,sakusakiyoome
1885994439472255446,Sun Feb 02 10:32:25 +0000 2025,0,@Saham_fess adro bbri jsme inco pgeo. ga gorengan tpi nyangkut di sini,1885999707086073998,,Saham_fess,in,.,0,2,0,https://x.com/Itadoriwk/status/1885999707086073998,1241636391236161536,Itadoriwk
1885997239904125266,Sun Feb 02 10:22:36 +0000 2025,120,BBRI mengumumkan rencana buyback sahamnya senilai Rp 3 triliun. Rencana ini akan dibahas dalam RUPST 11 Maret 2025. Perkiraan periode buyback 12 Maret 2025 - 11 Maret 2026: Keterbukaan informasi https://t.co/SXcM8Omw0O,1885997239904125266,https://pbs.twimg.com/media/GixocQwawAAHTDC.png,,in,Indonesia,6,9,24,https://x.com/doktermarket/status/1885997239904125266,311312187,doktermarket
1885993972889497625,Sun Feb 02 10:09:39 +0000 2025,0,Sebenarnya kalau lihat posisi harga saham yang lagi murah saham seperti $BMRI dan $BBNI menarik kalau $BBRI finalnya udah kepecah dengan interim sebelumnya. Yang agak riskan $SMGR ada potensi payout ratio tahun ini turun jadi tingkat dividen per saham juga turun lagi.,1885993978514055600,,Mikirduitcom,in,Indonesia,0,1,0,https://x.com/Mikirduitcom/status/1885993978514055600,1637433701247377410,Mikirduitcom
1885949749813195251,Sun Feb 02 07:13:54 +0000 2025,1,Ini hasil semedi buat beli sepiring nasi untuk mg ini BBRI EMTK ELSA WiFI PTRO semoga moncer,1885949749813195251,,,in,Tangsel#BSD#Cilenggang,0,1,0,https://x.com/johnkentang/status/1885949749813195251,815908812196442113,johnkentang
1885945549368721607,Sun Feb 02 06:57:12 +0000 2025,0,Apakah berdampak terhadap perolehan laba BBRI? https://t.co/lXxgoGj0Vf,1885945549368721607,,,in,,0,0,0,https://x.com/mas_telor/status/1885945549368721607,1260226007765663745,mas_telor
1885944634142253084,Sun Feb 02 06:53:34 +0000 2025,0,Disaat orang ga percaya alt season. Disitulah kita beli alt . Cashflow is king. Kyak kmren BBRI banyak skeptis karena lost -40% week depan langsung pump.,1885944634142253084,,,in,Turkey,0,0,0,https://x.com/JazEWeb3/status/1885944634142253084,1807080238645669888,JazEWeb3
1885942172849144144,Sun Feb 02 06:43:48 +0000 2025,5,Kenapa BBRI mau buyback? Simpelnya biar harga sahamnya lebih stabil dan nggak undervalued. Dengan membeli kembali saham yang beredar otomatis jumlah saham di pasar berkurang dan biasanya harga saham jadi lebih terjaga.,1885942175185482222,,gisfebuinjkt,in,"Ciputat, Jakarta, Indonesia",0,1,0,https://x.com/gisfebuinjkt/status/1885942175185482222,944070865401950208,gisfebuinjkt
