conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1895624015802483154,Fri Feb 28 23:55:59 +0000 2025,0,Lah kalo hutang KUR beneran dipersulit anjing emang BBRI,1895624015802483154,,,in,,0,3,0,https://x.com/kelincifun/status/1895624015802483154,1878784577139023872,kelincifun
1895615854626460153,Fri Feb 28 23:23:33 +0000 2025,0,BERITA POPULER: Dividen BBRI hingga Koreksi Besar Harga Emas Antam (ANTM) #saham #emas #investasi https://t.co/WtSphzHZkX,1895615854626460153,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/InvestorID/status/1895615854626460153,238091066,InvestorID
1895605209621320005,Fri Feb 28 22:41:15 +0000 2025,1,Udah diniatin mau beli bbri tapi entah tiap mau beli rasanya berat banget wkwkwk maybe it's a sign from the universe,1895605209621320005,,,in,,0,0,0,https://x.com/midafternite/status/1895605209621320005,983995554253426688,midafternite
1895290086549582332,Fri Feb 28 22:38:32 +0000 2025,0,#0017: portofolio warteg saham BY JO ot B: 28/02/2025: McopeetS bbri dssa: simak CUTE pada hasil transaksi McS bbri: (laporan lengkap portofolio menunggu validasi broker sekuritas ot B): https://t.co/W2o7dAMbpD,1895604526692122633,https://pbs.twimg.com/media/Gk6KRJdW4AA655i.png,jo_maenSaham,in,,0,0,0,https://x.com/jo_maenSaham/status/1895604526692122633,1695285482861834240,jo_maenSaham
1895326639422349615,Fri Feb 28 21:18:18 +0000 2025,0,@FLCKR_ID @imsanto71 @me_iwan @StefanAntonio__ @MasBroJowoNKRI BCA turunnya lebih slow. Kalo BBRI kemarin turun 7% dalam sehari,1895584335123923437,,FLCKR_ID,in,,0,0,0,https://x.com/nsnsnnqx/status/1895584335123923437,1190443951200727040,nsnsnnqx
1895326639422349615,Fri Feb 28 21:17:18 +0000 2025,0,@StefanAntonio__ BBRI sehari turun 7%. Ajegile,1895584083499237628,,StefanAntonio__,in,,0,0,0,https://x.com/nsnsnnqx/status/1895584083499237628,1190443951200727040,nsnsnnqx
1895576012014104713,Fri Feb 28 20:45:14 +0000 2025,0,selamat berpuasa dan selamat beristirahat tenang holder2 bbri bmri dan bbca siap2 senin dibanting lgi,1895576012014104713,,,in,,0,0,0,https://x.com/justthejinx2/status/1895576012014104713,1679534124221239296,justthejinx2
1895556715254595668,Fri Feb 28 19:28:33 +0000 2025,0,ternyata semakin cinta bbri yuk bisa serok 10 lot tanggal 1,1895556715254595668,,,in,,0,1,0,https://x.com/sweetgeezz/status/1895556715254595668,1717783093841727488,sweetgeezz
1895552553427091597,Fri Feb 28 19:12:01 +0000 2025,0,IHSG go to 5947 BBRI go to 3170 wkkwkwk https://t.co/xo1wB0GlUi,1895552553427091597,https://pbs.twimg.com/media/Gk5a__1bQAAtoOs.jpg,,in,,0,0,0,https://x.com/wroger0129/status/1895552553427091597,1341802860,wroger0129
1895547983909052767,Fri Feb 28 18:53:51 +0000 2025,0,Lihat dimana ya tadi.. kalau saham bbca bbri sama ada saham yg biasa nilai pasarnya tinggi malah meeosot jauh ,1895547983909052767,,,in,dbldbldbleh,0,0,0,https://x.com/yangyangjatim/status/1895547983909052767,1296673036251275264,yangyangjatim
